,fecha,temperatura_max,temperatura_med,temperatura_min,rocio_max,rocio_med,rocio_min,humedad_max,humedad_med,humedad_min,presion_max,presion_med,presion_min,visibilidad_max,visibilidad_med,visibilidad_min,viento_max,viento_med,racha_viento_max,precipitacion,nubes,viento_dir,ind_lluvia,ind_nieve,ind_truenos,ind_niebla,ind_granizo
1645,2001-10-09,18.0,12.0,7.0,9.0,6.0,1.0,100.0,67.0,34.0,1018,1016,1015,10.0,10.0,10.0,16,6,,0.0,4.0,N,0,0,0,0,0
1646,2001-10-10,22.0,14.0,7.0,10.0,6.0,4.0,87.0,61.0,38.0,1025,1021,1019,10.0,10.0,10.0,23,10,,0.0,3.0,NE,0,0,0,0,0
1647,2001-10-11,25.0,19.0,13.0,14.0,12.0,10.0,88.0,66.0,47.0,1026,1025,1024,10.0,10.0,10.0,35,14,53.0,0.0,5.0,E,0,0,0,0,0
1648,2001-10-12,20.0,17.0,12.0,16.0,14.0,9.0,100.0,83.0,60.0,1026,1024,1021,10.0,10.0,9.0,35,10,,0.0,6.0,SE,1,0,0,0,0
1649,2001-10-13,19.0,14.0,11.0,12.0,11.0,9.0,100.0,79.0,56.0,1026,1024,1022,10.0,10.0,8.0,13,5,,0.0,5.0,S,1,0,0,0,0
1650,2001-10-14,20.0,14.0,9.0,12.0,11.0,8.0,100.0,79.0,49.0,1025,1023,1021,10.0,8.0,0.0,13,5,,0.0,4.0,SE,0,0,0,1,0
1651,2001-10-15,20.0,14.0,9.0,13.0,11.0,8.0,100.0,77.0,49.0,1024,1022,1020,10.0,9.0,5.0,24,6,,0.0,3.0,SW,0,0,0,0,0
1652,2001-10-16,23.0,17.0,10.0,12.0,10.0,8.0,94.0,72.0,41.0,1026,1024,1021,10.0,10.0,10.0,11,5,,0.0,3.0,N,0,0,0,0,0
1653,2001-10-17,21.0,17.0,13.0,14.0,12.0,10.0,94.0,76.0,52.0,1022,1018,1014,10.0,10.0,5.0,37,11,,0.0,5.0,S,1,0,0,0,0
1654,2001-10-18,18.0,14.0,12.0,15.0,13.0,11.0,100.0,92.0,77.0,1017,1015,1012,10.0,9.0,2.0,23,6,,0.0,6.0,SE,1,0,0,0,0
1655,2001-10-19,17.0,13.0,11.0,14.0,12.0,10.0,100.0,89.0,72.0,1011,1008,1005,10.0,9.0,1.0,42,18,64.0,0.0,6.0,S,1,0,1,0,0
1656,2001-10-20,13.0,11.0,9.0,11.0,9.0,7.0,100.0,88.0,77.0,1012,1007,1004,10.0,10.0,7.0,24,10,,0.0,5.0,SW,1,0,0,0,0
1657,2001-10-21,16.0,13.0,10.0,10.0,9.0,7.0,94.0,72.0,55.0,1019,1017,1012,10.0,10.0,10.0,23,13,,0.0,4.0,SW,0,0,0,0,0
1658,2001-10-22,20.0,16.0,11.0,11.0,10.0,8.0,94.0,76.0,46.0,1019,1018,1017,10.0,10.0,10.0,24,6,,0.0,5.0,SW,0,0,0,0,0
1659,2001-10-23,18.0,14.0,11.0,13.0,10.0,7.0,94.0,75.0,49.0,1028,1023,1019,10.0,10.0,10.0,23,8,,0.0,3.0,SW,1,0,0,0,0
1660,2001-10-24,19.0,12.0,5.0,9.0,7.0,4.0,100.0,78.0,43.0,1032,1030,1028,10.0,9.0,7.0,10,3,,0.0,1.0,N,0,0,0,0,0
1661,2001-10-25,18.0,12.0,6.0,11.0,8.0,5.0,100.0,84.0,59.0,1030,1028,1025,10.0,10.0,10.0,13,5,,0.0,4.0,N,0,0,0,0,0
1662,2001-10-26,19.0,14.0,9.0,11.0,9.0,8.0,100.0,80.0,56.0,1025,1023,1021,10.0,10.0,10.0,11,5,,0.0,2.0,NW,0,0,0,0,0
1663,2001-10-27,20.0,14.0,8.0,12.0,10.0,8.0,100.0,81.0,49.0,1023,1021,1020,10.0,9.0,4.0,11,5,,0.0,4.0,N,0,0,0,0,0
1664,2001-10-28,23.0,17.0,12.0,13.0,12.0,11.0,100.0,75.0,50.0,1027,1024,1021,10.0,10.0,10.0,14,8,,0.0,6.0,N,1,0,0,0,0
1665,2001-10-29,26.0,18.0,11.0,12.0,9.0,6.0,94.0,67.0,32.0,1030,1029,1028,10.0,10.0,10.0,13,6,,0.0,1.0,N,0,0,0,0,0
1666,2001-10-30,24.0,16.0,8.0,10.0,8.0,6.0,94.0,69.0,34.0,1030,1028,1025,,,,10,5,,0.0,,N,0,0,0,0,0
1667,2001-10-31,24.0,16.0,8.0,11.0,8.0,7.0,93.0,69.0,36.0,1029,1027,1026,,,,21,5,,0.0,,N,0,0,0,0,0
1668,2001-11-01,20.0,14.0,9.0,10.0,1.0,-8.0,93.0,48.0,15.0,1030,1028,1026,,,,40,11,,0.0,,NE,0,0,0,0,0
1669,2001-11-02,18.0,12.0,6.0,3.0,-3.0,-11.0,62.0,38.0,21.0,1030,1028,1027,10.0,10.0,10.0,19,8,,0.0,1.0,NE,0,0,0,0,0
1670,2001-11-03,16.0,11.0,6.0,8.0,6.0,3.0,87.0,72.0,48.0,1030,1028,1026,10.0,10.0,7.0,10,5,,0.0,4.0,N,1,0,1,0,0
1671,2001-11-04,13.0,10.0,8.0,10.0,9.0,7.0,100.0,91.0,77.0,1026,1024,1022,10.0,9.0,5.0,10,5,,0.0,5.0,N,1,0,1,0,0
1672,2001-11-05,15.0,10.0,6.0,9.0,7.0,4.0,100.0,80.0,55.0,1022,1021,1020,10.0,9.0,7.0,23,8,,0.0,4.0,N,0,0,0,0,0
1673,2001-11-06,15.0,10.0,6.0,8.0,4.0,2.0,87.0,70.0,58.0,1025,1023,1022,10.0,10.0,10.0,19,11,,0.0,3.0,N,0,0,0,0,0
1674,2001-11-07,18.0,10.0,2.0,5.0,3.0,1.0,93.0,71.0,40.0,1028,1025,1024,,,,11,6,,0.0,,N,0,0,0,0,0
1675,2001-11-08,18.0,10.0,2.0,6.0,2.0,-2.0,100.0,64.0,27.0,1025,1020,1015,10.0,8.0,7.0,27,8,,0.0,1.0,NW,0,0,0,0,0
1676,2001-11-09,11.0,6.0,1.0,2.0,-4.0,-12.0,66.0,48.0,34.0,1017,1014,1012,10.0,10.0,10.0,45,18,60.0,0.0,2.0,N,0,0,0,0,0
1677,2001-11-10,7.0,3.0,-1.0,-6.0,-12.0,-18.0,64.0,38.0,16.0,1017,1016,1014,10.0,10.0,10.0,52,23,72.0,0.0,1.0,NE,0,0,0,0,0
1678,2001-11-11,13.0,4.0,-5.0,-4.0,-9.0,-13.0,74.0,46.0,26.0,1017,1015,1012,,,,26,6,,0.0,,NE,0,0,0,0,0
1679,2001-11-12,14.0,6.0,-2.0,2.0,-2.0,-9.0,80.0,57.0,41.0,1019,1017,1015,10.0,10.0,10.0,37,10,,0.0,3.0,N,0,0,0,0,0
1680,2001-11-13,15.0,9.0,4.0,4.0,2.0,1.0,87.0,61.0,42.0,1019,1018,1017,10.0,10.0,10.0,32,10,,0.0,2.0,N,0,0,0,0,0
1681,2001-11-14,9.0,6.0,2.0,3.0,-4.0,-9.0,66.0,48.0,29.0,1019,1018,1017,10.0,10.0,10.0,50,29,72.0,0.0,2.0,N,0,0,0,0,0
1682,2001-11-15,7.0,2.0,-2.0,2.0,-4.0,-9.0,93.0,63.0,36.0,1018,1017,1016,10.0,10.0,8.0,27,10,,0.0,6.0,NE,1,0,0,0,0
1683,2001-11-16,8.0,7.0,5.0,1.0,0.0,-1.0,76.0,68.0,57.0,1023,1020,1017,10.0,10.0,10.0,29,14,,0.0,6.0,E,0,0,0,0,0
1684,2001-11-17,8.0,4.0,2.0,5.0,2.0,1.0,93.0,83.0,71.0,1024,1023,1022,10.0,9.0,7.0,11,3,,0.0,6.0,NE,1,0,0,0,0
1685,2001-11-18,8.0,4.0,2.0,4.0,3.0,1.0,100.0,87.0,71.0,1023,1021,1020,10.0,9.0,4.0,10,3,,0.0,5.0,NW,1,0,0,0,0
1686,2001-11-19,11.0,4.0,-1.0,5.0,1.0,-2.0,100.0,80.0,50.0,1025,1022,1021,10.0,8.0,4.0,14,3,,0.0,3.0,N,0,0,0,0,0
1687,2001-11-20,12.0,6.0,-1.0,2.0,0.0,-2.0,93.0,71.0,43.0,1028,1025,1024,10.0,9.0,6.0,14,5,,0.0,3.0,NE,0,0,0,0,0
1688,2001-11-21,11.0,6.0,2.0,4.0,2.0,-1.0,87.0,69.0,50.0,1030,1028,1027,10.0,10.0,10.0,11,6,,0.0,5.0,N,0,0,0,0,0
1689,2001-11-22,14.0,7.0,1.0,3.0,-1.0,-6.0,100.0,65.0,32.0,1028,1026,1024,10.0,10.0,10.0,21,5,,0.0,1.0,N,0,0,0,0,0
1690,2001-11-23,16.0,7.0,-2.0,3.0,-2.0,-8.0,74.0,56.0,36.0,1026,1024,1022,,,,24,10,,0.0,,N,0,0,0,0,0
1691,2001-11-24,13.0,6.0,-1.0,2.0,-1.0,-2.0,93.0,68.0,38.0,1026,1024,1022,,,,13,6,,0.0,,N,0,0,0,0,0
1692,2001-11-25,13.0,6.0,-2.0,2.0,-1.0,-3.0,100.0,73.0,38.0,1023,1021,1019,,,,11,6,,0.0,,N,0,0,0,0,0
1693,2001-11-26,9.0,4.0,-1.0,3.0,1.0,-2.0,100.0,84.0,66.0,1020,1017,1015,10.0,6.0,4.0,11,5,,0.0,7.0,N,0,0,0,0,0
1694,2001-11-27,12.0,8.0,4.0,5.0,2.0,-4.0,100.0,72.0,46.0,1023,1018,1015,10.0,8.0,3.0,16,5,,0.0,5.0,N,0,0,0,0,0
1695,2001-11-28,11.0,3.0,-4.0,-1.0,-3.0,-6.0,93.0,66.0,35.0,1029,1027,1024,10.0,10.0,10.0,8,3,,0.0,3.0,N,0,0,0,0,0
1696,2001-11-29,13.0,6.0,-2.0,2.0,-1.0,-3.0,93.0,77.0,44.0,1030,1028,1027,8.0,8.0,8.0,10,5,,0.0,2.0,N,0,0,0,0,0
1697,2001-11-30,12.0,4.0,-2.0,4.0,1.0,-3.0,100.0,83.0,54.0,1028,1026,1024,9.0,7.0,5.0,10,5,,0.0,0.0,NE,0,0,0,0,0
1698,2001-12-01,4.0,1.0,-1.0,4.0,2.0,-2.0,100.0,97.0,93.0,1025,1024,1022,6.0,2.0,0.0,8,3,,0.0,3.0,NE,0,0,0,1,0
1699,2001-12-02,12.0,6.0,-1.0,4.0,2.0,-2.0,100.0,88.0,54.0,1024,1022,1021,6.0,1.0,0.0,8,5,,0.0,3.0,N,0,0,0,1,0
1700,2001-12-03,13.0,4.0,-3.0,4.0,1.0,-3.0,100.0,82.0,54.0,1027,1025,1024,8.0,6.0,2.0,10,5,,0.0,0.0,N,0,0,0,0,0
1701,2001-12-04,11.0,4.0,-1.0,5.0,1.0,-1.0,100.0,92.0,62.0,1031,1029,1027,7.0,3.0,0.0,8,2,,0.0,2.0,SE,0,0,0,1,0
1702,2001-12-05,14.0,6.0,-3.0,5.0,1.0,-4.0,100.0,87.0,48.0,1032,1031,1029,6.0,3.0,0.0,8,2,,0.0,2.0,N,0,0,0,1,0
1703,2001-12-06,16.0,6.0,-3.0,2.0,-1.0,-5.0,100.0,74.0,34.0,1031,1029,1026,9.0,6.0,5.0,8,5,,0.0,0.0,N,0,0,0,0,0
1704,2001-12-07,11.0,6.0,0.0,4.0,1.0,-2.0,93.0,78.0,54.0,1026,1024,1022,,,,10,3,,0.0,,N,0,0,0,0,0
1705,2001-12-08,12.0,4.0,-2.0,3.0,1.0,-3.0,100.0,82.0,51.0,1027,1025,1024,8.0,8.0,8.0,10,5,,0.0,0.0,N,0,0,0,0,0
1706,2001-12-09,10.0,4.0,-1.0,5.0,2.0,-1.0,100.0,80.0,53.0,1029,1027,1027,10.0,10.0,10.0,21,6,,0.0,5.0,N,0,0,0,0,0
1707,2001-12-10,10.0,4.0,-2.0,2.0,1.0,-3.0,93.0,75.0,54.0,1029,1028,1027,10.0,10.0,10.0,26,6,,0.0,4.0,E,0,0,0,0,0
1708,2001-12-11,9.0,6.0,2.0,2.0,1.0,-1.0,93.0,75.0,57.0,1028,1026,1024,10.0,10.0,10.0,11,3,,0.0,5.0,N,0,0,0,0,0
1709,2001-12-12,9.0,3.0,-2.0,1.0,-2.0,-4.0,100.0,76.0,43.0,1023,1021,1019,10.0,9.0,7.0,8,3,,0.0,2.0,N,0,0,0,0,0
1710,2001-12-13,8.0,0.0,-7.0,0.0,-3.0,-7.0,100.0,79.0,50.0,1020,1019,1017,,,,10,5,,0.0,,N,0,0,0,0,0
1711,2001-12-14,11.0,2.0,-7.0,-1.0,-7.0,-13.0,100.0,66.0,18.0,1018,1016,1014,8.0,5.0,3.0,24,6,,0.0,0.0,N,0,0,0,0,0
1712,2001-12-15,3.0,-2.0,-7.0,-9.0,-12.0,-16.0,74.0,49.0,30.0,1021,1020,1018,10.0,10.0,10.0,32,11,,0.0,1.0,N,0,0,0,0,0
1713,2001-12-16,5.0,-2.0,-10.0,-8.0,-11.0,-13.0,86.0,63.0,26.0,1024,1022,1021,,,,10,5,,0.0,,N,0,0,0,0,0
1714,2001-12-17,9.0,-1.0,-10.0,-4.0,-9.0,-12.0,86.0,60.0,32.0,1025,1023,1021,,,,14,5,,0.0,,N,0,0,0,0,0
1715,2001-12-18,9.0,2.0,-4.0,0.0,-3.0,-8.0,86.0,66.0,50.0,1027,1024,1023,10.0,10.0,10.0,14,8,,0.0,3.0,NE,0,0,0,0,0
1716,2001-12-19,8.0,3.0,-1.0,1.0,-1.0,-3.0,86.0,69.0,50.0,1028,1026,1025,10.0,10.0,10.0,10,3,,0.0,6.0,N,0,0,0,0,0
1717,2001-12-20,10.0,5.0,0.0,1.0,-1.0,-3.0,87.0,72.0,43.0,1025,1023,1021,10.0,10.0,10.0,10,3,,0.0,5.0,N,0,0,0,0,0
1718,2001-12-21,9.0,2.0,-5.0,-3.0,-4.0,-7.0,93.0,69.0,37.0,1024,1022,1020,,,,14,6,,0.0,,N,0,0,0,0,0
1719,2001-12-22,3.0,-3.0,-8.0,-1.0,-4.0,-9.0,93.0,86.0,75.0,1020,1017,1013,10.0,8.0,3.0,11,3,,0.0,5.0,N,0,0,0,0,0
1720,2001-12-23,3.0,1.0,0.0,1.0,-1.0,-5.0,100.0,88.0,65.0,1013,1011,1009,10.0,6.0,2.0,23,6,,0.0,6.0,N,1,1,0,0,0
1721,2001-12-24,4.0,0.0,-4.0,-7.0,-11.0,-15.0,74.0,48.0,31.0,1019,1017,1014,,,,16,8,,0.0,,NE,0,0,0,0,0
1722,2001-12-25,5.0,-1.0,-6.0,-1.0,-6.0,-10.0,93.0,72.0,56.0,1019,1018,1016,10.0,10.0,10.0,11,5,,0.0,3.0,NW,0,0,0,0,0
1723,2001-12-26,3.0,-1.0,-5.0,-1.0,-3.0,-6.0,100.0,89.0,70.0,1022,1019,1017,10.0,5.0,2.0,8,3,,0.0,3.0,N,0,0,0,0,0
1724,2001-12-27,7.0,0.0,-7.0,0.0,-4.0,-8.0,100.0,84.0,57.0,1027,1025,1022,9.0,5.0,3.0,8,5,,0.0,0.0,N,0,0,0,0,0
1725,2001-12-28,6.0,0.0,-6.0,0.0,-3.0,-8.0,100.0,84.0,61.0,1029,1027,1026,8.0,6.0,5.0,8,5,,0.0,3.0,N,0,0,0,0,0
1726,2001-12-29,2.0,-2.0,-5.0,1.0,-2.0,-6.0,100.0,93.0,81.0,1026,1022,1020,6.0,3.0,0.0,6,3,,0.0,6.0,N,0,0,0,1,0
1727,2001-12-30,6.0,1.0,-3.0,3.0,0.0,-3.0,100.0,91.0,61.0,1020,1018,1017,10.0,5.0,0.0,8,2,,0.0,4.0,N,1,0,0,1,0
1728,2001-12-31,10.0,7.0,3.0,9.0,6.0,3.0,100.0,96.0,87.0,1022,1019,1018,10.0,7.0,2.0,8,3,,0.0,5.0,N,1,0,0,0,0
1729,2002-01-01,10.0,8.0,7.0,8.0,7.0,5.0,100.0,90.0,76.0,1026,1024,1022,10.0,10.0,10.0,19,5,,0.0,6.0,SE,1,0,0,0,0
1730,2002-01-02,8.0,7.0,6.0,7.0,6.0,5.0,100.0,91.0,81.0,1026,1023,1021,10.0,9.0,6.0,23,8,,0.0,6.0,SE,1,0,0,0,0
1731,2002-01-03,11.0,8.0,6.0,9.0,7.0,6.0,100.0,94.0,82.0,1021,1019,1017,10.0,9.0,2.0,21,5,42.0,0.0,6.0,W,1,0,0,0,0
1732,2002-01-04,13.0,8.0,4.0,8.0,6.0,4.0,100.0,87.0,67.0,1028,1024,1020,10.0,9.0,6.0,11,5,,0.0,3.0,N,0,0,0,0,0
1733,2002-01-05,11.0,9.0,7.0,7.0,5.0,3.0,93.0,79.0,58.0,1032,1031,1028,10.0,10.0,10.0,13,5,,0.0,6.0,E,0,0,0,0,0
1734,2002-01-06,9.0,7.0,3.0,6.0,3.0,1.0,93.0,78.0,62.0,1032,1031,1029,10.0,10.0,10.0,11,3,,0.0,5.0,E,0,0,0,0,0
1735,2002-01-07,8.0,3.0,-2.0,3.0,0.0,-2.0,100.0,84.0,53.0,1029,1025,1022,10.0,7.0,1.0,6,2,,0.0,2.0,N,0,0,0,1,0
1736,2002-01-08,9.0,4.0,-1.0,4.0,1.0,-2.0,100.0,82.0,54.0,1029,1025,1022,10.0,10.0,10.0,10,5,,0.0,6.0,N,0,0,0,0,0
1737,2002-01-09,10.0,6.0,1.0,3.0,2.0,0.0,100.0,81.0,54.0,1034,1032,1029,10.0,10.0,10.0,11,5,,0.0,5.0,N,0,0,0,0,0
1738,2002-01-10,9.0,4.0,1.0,4.0,2.0,0.0,93.0,82.0,58.0,1035,1033,1032,10.0,10.0,10.0,10,3,,0.0,5.0,N,0,0,0,0,0
1739,2002-01-11,9.0,3.0,-3.0,3.0,0.0,-3.0,100.0,88.0,58.0,1035,1034,1032,9.0,6.0,5.0,13,3,,0.0,2.0,NW,0,0,0,0,0
1740,2002-01-12,10.0,3.0,-3.0,4.0,1.0,-3.0,100.0,87.0,62.0,1034,1033,1032,9.0,8.0,5.0,10,3,,0.0,3.0,N,0,0,0,0,0
1741,2002-01-13,8.0,6.0,4.0,7.0,6.0,4.0,100.0,95.0,87.0,1033,1031,1029,9.0,4.0,1.0,14,3,,0.0,7.0,SE,1,0,0,0,0
1742,2002-01-14,11.0,7.0,3.0,7.0,5.0,2.0,100.0,92.0,62.0,1031,1029,1028,8.0,2.0,0.0,11,3,,0.0,3.0,S,0,0,0,1,0
1743,2002-01-15,7.0,3.0,-1.0,4.0,2.0,-1.0,100.0,94.0,76.0,1028,1026,1024,10.0,4.0,0.0,8,3,,0.0,4.0,N,1,0,0,1,0
1744,2002-01-16,11.0,3.0,-3.0,4.0,0.0,-3.0,100.0,82.0,50.0,1028,1026,1025,10.0,7.0,1.0,26,6,,0.0,1.0,NE,0,0,0,1,0
1745,2002-01-17,10.0,3.0,-3.0,5.0,1.0,-3.0,100.0,82.0,58.0,1027,1025,1022,10.0,10.0,10.0,13,5,,0.0,6.0,NW,1,0,0,0,0
1746,2002-01-18,10.0,6.0,2.0,5.0,3.0,2.0,100.0,91.0,66.0,1025,1024,1022,10.0,9.0,5.0,13,3,,0.0,5.0,NW,0,0,0,0,0
1747,2002-01-19,9.0,4.0,1.0,5.0,2.0,0.0,100.0,88.0,66.0,1030,1027,1025,10.0,9.0,7.0,6,3,,0.0,6.0,N,1,0,0,0,0
1748,2002-01-20,11.0,6.0,1.0,4.0,2.0,0.0,100.0,83.0,58.0,1032,1030,1029,10.0,10.0,10.0,8,5,,0.0,3.0,N,0,0,0,0,0
1749,2002-01-21,11.0,4.0,-1.0,6.0,2.0,-2.0,100.0,84.0,58.0,1030,1025,1019,10.0,9.0,5.0,21,6,32.0,0.0,3.0,W,1,0,0,0,0
1750,2002-01-22,8.0,4.0,2.0,5.0,3.0,1.0,100.0,85.0,71.0,1026,1023,1020,10.0,8.0,0.0,19,11,35.0,0.0,4.0,SW,0,0,0,1,0
1751,2002-01-23,11.0,8.0,5.0,9.0,7.0,4.0,100.0,89.0,76.0,1022,1015,1011,10.0,8.0,5.0,29,10,45.0,0.0,6.0,SW,1,0,0,0,0
1752,2002-01-24,11.0,8.0,5.0,5.0,3.0,0.0,87.0,72.0,50.0,1028,1023,1017,10.0,10.0,10.0,29,16,39.0,0.0,2.0,SW,0,0,0,0,0
1753,2002-01-25,9.0,4.0,-1.0,5.0,2.0,-2.0,100.0,94.0,76.0,1032,1029,1028,5.0,2.0,0.0,11,5,,0.0,3.0,NE,0,0,0,1,0
1754,2002-01-26,8.0,6.0,4.0,7.0,5.0,3.0,100.0,93.0,81.0,1034,1032,1031,10.0,5.0,0.0,10,3,,0.0,6.0,N,0,0,0,1,0
1755,2002-01-27,10.0,7.0,3.0,6.0,4.0,2.0,100.0,87.0,71.0,1034,1032,1031,10.0,8.0,5.0,10,5,,0.0,4.0,N,0,0,0,0,0
1756,2002-01-28,16.0,7.0,-1.0,7.0,3.0,-1.0,100.0,84.0,48.0,1033,1032,1030,9.0,8.0,6.0,10,5,,0.0,0.0,N,0,0,0,0,0
1757,2002-01-29,18.0,9.0,0.0,8.0,3.0,-1.0,100.0,78.0,37.0,1033,1031,1028,,,,8,5,,0.0,,N,0,0,0,0,0
1758,2002-01-30,15.0,8.0,1.0,5.0,2.0,0.0,93.0,69.0,38.0,1029,1027,1024,,,,13,6,,0.0,,W,0,0,0,0,0
1759,2002-01-31,13.0,9.0,4.0,5.0,4.0,-1.0,93.0,71.0,38.0,1032,1029,1026,10.0,10.0,10.0,24,10,45.0,0.0,3.0,SW,0,0,0,0,0
1760,2002-02-01,13.0,6.0,-2.0,3.0,1.0,-3.0,100.0,77.0,41.0,1033,1031,1029,7.0,6.0,5.0,11,5,,0.0,0.0,N,0,0,0,0,0
1761,2002-02-02,16.0,6.0,-3.0,2.0,-1.0,-3.0,100.0,71.0,31.0,1030,1028,1025,,,,8,5,,0.0,,N,0,0,0,0,0
1762,2002-02-03,12.0,6.0,1.0,8.0,2.0,-2.0,93.0,76.0,50.0,1027,1024,1023,10.0,10.0,6.0,19,8,,0.0,6.0,NW,1,0,0,0,0
1763,2002-02-04,12.0,8.0,5.0,7.0,6.0,4.0,100.0,85.0,67.0,1030,1029,1026,10.0,9.0,3.0,13,5,,0.0,5.0,W,0,0,0,0,0
1764,2002-02-05,14.0,10.0,7.0,10.0,7.0,-1.0,100.0,86.0,53.0,1030,1023,1017,10.0,8.0,1.0,40,11,53.0,0.0,6.0,SW,1,0,1,1,0
1765,2002-02-06,9.0,7.0,5.0,1.0,-1.0,-3.0,70.0,58.0,43.0,1024,1022,1019,10.0,10.0,10.0,34,21,42.0,0.0,3.0,W,0,0,0,0,0
1766,2002-02-07,14.0,8.0,3.0,6.0,3.0,0.0,93.0,69.0,51.0,1029,1026,1023,10.0,10.0,10.0,24,6,26.0,0.0,2.0,N,0,0,0,0,0
1767,2002-02-08,15.0,8.0,2.0,6.0,5.0,2.0,100.0,77.0,51.0,1032,1030,1028,10.0,9.0,6.0,13,6,,0.0,1.0,S,0,0,0,0,0
1768,2002-02-09,13.0,7.0,1.0,8.0,4.0,1.0,100.0,91.0,72.0,1028,1027,1025,8.0,6.0,5.0,10,3,,0.0,4.0,N,0,0,0,0,0
1769,2002-02-10,13.0,7.0,2.0,8.0,6.0,2.0,100.0,91.0,72.0,1027,1026,1024,9.0,5.0,0.0,11,5,21.0,0.0,1.0,N,0,0,0,1,0
1770,2002-02-11,13.0,8.0,4.0,8.0,6.0,3.0,100.0,91.0,67.0,1026,1025,1024,9.0,5.0,1.0,11,3,,0.0,3.0,N,0,0,0,1,0
1771,2002-02-12,16.0,9.0,2.0,7.0,5.0,1.0,100.0,83.0,52.0,1027,1026,1025,10.0,7.0,4.0,8,3,29.0,0.0,2.0,N,0,0,0,0,0
1772,2002-02-13,17.0,9.0,1.0,7.0,4.0,0.0,100.0,77.0,48.0,1026,1022,1017,9.0,9.0,8.0,13,5,,0.0,0.0,NW,0,0,0,0,0
1773,2002-02-14,11.0,7.0,2.0,6.0,-1.0,-4.0,100.0,61.0,35.0,1021,1019,1017,10.0,10.0,10.0,48,13,69.0,0.0,1.0,N,0,0,0,0,0
1774,2002-02-15,12.0,7.0,2.0,0.0,-2.0,-7.0,65.0,55.0,41.0,1022,1021,1019,10.0,10.0,10.0,26,16,,0.0,3.0,N,0,0,0,0,0
1775,2002-02-16,11.0,3.0,-3.0,-1.0,-3.0,-5.0,86.0,62.0,40.0,1021,1020,1018,10.0,10.0,10.0,16,8,,0.0,1.0,NE,0,0,0,0,0
1776,2002-02-17,10.0,5.0,0.0,1.0,-1.0,-2.0,87.0,70.0,50.0,1023,1020,1019,10.0,10.0,10.0,16,6,23.0,0.0,3.0,N,0,0,0,0,0
1777,2002-02-18,12.0,4.0,-3.0,0.0,-2.0,-4.0,100.0,66.0,38.0,1028,1025,1023,10.0,9.0,6.0,21,8,,0.0,2.0,N,0,0,0,0,0
1778,2002-02-19,14.0,7.0,0.0,0.0,-3.0,-8.0,87.0,54.0,21.0,1034,1031,1028,,,,19,6,,0.0,,NE,0,0,0,0,0
1779,2002-02-20,13.0,4.0,-4.0,0.0,-3.0,-5.0,93.0,58.0,29.0,1034,1029,1022,10.0,9.0,8.0,35,8,40.0,0.0,4.0,W,0,0,0,0,0
1780,2002-02-21,15.0,9.0,3.0,3.0,-1.0,-5.0,87.0,54.0,25.0,1023,1022,1020,10.0,10.0,9.0,35,14,,0.0,3.0,N,0,0,0,0,0
1781,2002-02-22,18.0,9.0,0.0,3.0,-1.0,-4.0,75.0,52.0,34.0,1025,1023,1022,10.0,10.0,10.0,16,8,27.0,0.0,1.0,N,0,0,0,0,0
1782,2002-02-23,19.0,9.0,0.0,4.0,1.0,-2.0,93.0,60.0,30.0,1026,1024,1022,10.0,10.0,10.0,14,5,29.0,0.0,2.0,N,0,0,0,0,0
1783,2002-02-24,16.0,8.0,0.0,4.0,1.0,-1.0,93.0,65.0,36.0,1025,1023,1021,,,,10,5,,0.0,,N,0,0,0,0,0
1784,2002-02-25,17.0,8.0,0.0,4.0,2.0,-1.0,93.0,66.0,37.0,1023,1021,1019,,,,19,6,34.0,0.0,,NW,0,0,0,0,0
1785,2002-02-26,14.0,7.0,0.0,6.0,3.0,-1.0,93.0,76.0,41.0,1024,1022,1021,10.0,8.0,5.0,16,6,,0.0,6.0,W,0,0,0,0,0
1786,2002-02-27,13.0,6.0,-1.0,8.0,4.0,-1.0,100.0,81.0,54.0,1022,1020,1018,10.0,8.0,1.0,21,8,39.0,0.0,6.0,SW,0,0,0,1,0
1787,2002-02-28,13.0,11.0,10.0,8.0,4.0,1.0,87.0,64.0,44.0,1018,1015,1011,10.0,10.0,10.0,27,14,39.0,0.0,6.0,SW,0,0,0,0,0
1788,2002-03-01,11.0,8.0,5.0,7.0,4.0,0.0,93.0,74.0,54.0,1010,1007,1005,10.0,10.0,5.0,26,11,50.0,0.0,5.0,SW,1,0,0,0,0
1789,2002-03-02,11.0,6.0,1.0,3.0,-1.0,-6.0,100.0,69.0,30.0,1014,1011,1009,10.0,10.0,10.0,16,5,40.0,0.0,3.0,NW,0,0,0,0,0
1790,2002-03-03,6.0,3.0,0.0,4.0,0.0,-3.0,100.0,81.0,61.0,1015,1013,1011,10.0,9.0,7.0,21,8,,0.0,7.0,NE,1,0,0,0,0
1791,2002-03-04,9.0,7.0,4.0,5.0,3.0,3.0,100.0,85.0,66.0,1013,1010,1008,10.0,10.0,10.0,19,5,,0.0,6.0,E,1,0,0,0,0
1792,2002-03-05,10.0,6.0,1.0,3.0,1.0,-2.0,100.0,72.0,50.0,1013,1009,1008,10.0,10.0,10.0,34,11,,0.0,6.0,N,0,0,0,0,0
1793,2002-03-06,14.0,9.0,5.0,1.0,0.0,-2.0,66.0,55.0,41.0,1021,1016,1013,10.0,10.0,10.0,34,24,,0.0,3.0,N,0,0,0,0,0
